imagen,clase,confianza,x1,y1,x2,y2,ancho,alto
palma_muestra_008.jpg,1,0.5929,0.05,897.91,76.58,998.29,76.53,100.37
palma_muestra_008.jpg,1,0.5911,0.12,448.94,80.71,544.44,80.59,95.5
palma_muestra_008.jpg,1,0.5724,0.0,258.45,82.3,357.28,82.3,98.82
palma_muestra_008.jpg,1,0.5299,617.8,0.02,711.5,71.42,93.7,71.4
palma_muestra_008.jpg,1,0.5071,0.1,807.77,76.14,908.12,76.04,100.35
palma_muestra_008.jpg,1,0.4502,0.0,713.19,67.63,805.84,67.63,92.65
palma_muestra_008.jpg,1,0.4142,773.89,0.0,871.75,73.32,97.86,73.32
palma_muestra_008.jpg,1,0.4014,926.46,0.04,1022.74,69.36,96.28,69.32
palma_muestra_008.jpg,1,0.2847,769.5,972.28,874.43,1024.0,104.94,51.72
palma_muestra_008.jpg,1,0.2791,918.59,970.9,1016.96,1024.0,98.37,53.1
palma_muestra_008.jpg,1,0.251,293.32,986.58,384.21,1024.0,90.9,37.42
palma_muestra_009.jpg,1,0.9312,414.8,189.28,529.11,305.18,114.3,115.91
palma_muestra_009.jpg,1,0.9233,88.96,600.86,210.38,722.99,121.42,122.13
palma_muestra_009.jpg,1,0.9181,511.23,362.57,636.54,488.23,125.32,125.65
palma_muestra_009.jpg,1,0.917,654.8,811.88,739.37,896.99,84.57,85.11
palma_muestra_009.jpg,1,0.9069,207.55,509.91,331.56,631.92,124.0,122.02
palma_muestra_009.jpg,1,0.906,0.0,538.49,107.2,653.09,107.2,114.6
palma_muestra_009.jpg,1,0.9057,512.58,249.07,633.88,371.58,121.3,122.51
palma_muestra_009.jpg,1,0.9051,300.36,246.41,426.1,372.06,125.74,125.65
palma_muestra_009.jpg,1,0.9028,730.36,215.48,852.23,337.03,121.87,121.55
palma_muestra_009.jpg,1,0.9016,89.9,717.36,218.13,843.64,128.23,126.28
palma_muestra_009.jpg,1,0.8961,719.93,849.59,813.16,942.97,93.23,93.37
palma_muestra_009.jpg,1,0.8949,511.69,487.45,627.57,603.87,115.88,116.42
palma_muestra_009.jpg,1,0.8938,190.59,653.51,319.87,782.63,129.28,129.12
palma_muestra_009.jpg,1,0.8907,307.42,448.36,442.77,582.79,135.35,134.43
palma_muestra_009.jpg,1,0.8873,210.21,383.73,333.12,504.64,122.91,120.91
palma_muestra_009.jpg,1,0.8862,412.92,517.61,528.23,634.4,115.3,116.79
palma_muestra_009.jpg,1,0.8855,567.88,754.83,674.21,864.56,106.33,109.73
palma_muestra_009.jpg,1,0.881,305.54,6.22,426.38,125.24,120.84,119.02
palma_muestra_009.jpg,1,0.8763,0.06,172.65,109.24,290.27,109.18,117.63
palma_muestra_009.jpg,1,0.869,827.22,70.48,937.09,181.45,109.87,110.98
palma_muestra_009.jpg,1,0.8675,0.12,55.46,109.41,174.3,109.28,118.85
palma_muestra_009.jpg,1,0.8639,515.62,122.38,645.97,255.27,130.35,132.89
palma_muestra_009.jpg,1,0.8601,643.21,892.51,736.8,985.72,93.59,93.21
palma_muestra_009.jpg,1,0.8564,93.64,115.96,206.75,227.03,113.11,111.06
palma_muestra_009.jpg,1,0.8541,406.08,67.25,531.59,192.56,125.5,125.32
palma_muestra_009.jpg,1,0.849,0.0,655.22,109.78,777.93,109.78,122.71
palma_muestra_009.jpg,1,0.8465,731.4,17.67,840.83,127.6,109.43,109.94
palma_muestra_009.jpg,1,0.8452,481.84,800.71,588.0,908.81,106.16,108.1
palma_muestra_009.jpg,1,0.8431,214.64,43.5,326.06,152.82,111.41,109.32
palma_muestra_009.jpg,1,0.8425,202.8,161.01,333.05,292.16,130.24,131.15
palma_muestra_009.jpg,1,0.8404,329.33,883.48,434.74,989.19,105.41,105.71
palma_muestra_009.jpg,1,0.8395,720.2,674.13,824.79,777.85,104.59,103.73
palma_muestra_009.jpg,1,0.8383,89.45,459.37,223.0,600.27,133.55,140.89
palma_muestra_009.jpg,1,0.8337,306.1,122.32,425.09,241.81,118.99,119.49
palma_muestra_009.jpg,1,0.8292,615.13,309.68,731.74,428.45,116.61,118.77
palma_muestra_009.jpg,1,0.8271,103.69,330.49,228.03,455.3,124.34,124.81
palma_muestra_009.jpg,1,0.8149,882.89,585.79,975.94,680.17,93.05,94.39
palma_muestra_009.jpg,4,0.8101,801.89,800.88,903.54,902.96,101.65,102.08
palma_muestra_009.jpg,1,0.8005,98.72,0.09,237.35,109.15,138.63,109.06
palma_muestra_009.jpg,1,0.7955,417.31,420.09,528.05,527.41,110.74,107.32
palma_muestra_009.jpg,1,0.793,311.7,573.13,434.22,697.58,122.52,124.45
palma_muestra_009.jpg,1,0.7865,741.43,110.29,845.39,212.86,103.96,102.57
palma_muestra_009.jpg,1,0.7863,0.18,428.98,103.22,534.05,103.04,105.07
palma_muestra_009.jpg,1,0.786,412.13,309.75,527.9,425.34,115.77,115.58
palma_muestra_009.jpg,1,0.782,112.89,213.86,229.0,330.52,116.11,116.66
palma_muestra_009.jpg,1,0.7808,880.53,856.39,970.35,947.4,89.82,91.01
palma_muestra_009.jpg,1,0.7694,509.49,9.75,638.87,134.7,129.38,124.95
palma_muestra_009.jpg,1,0.748,917.91,136.25,1024.0,254.19,106.09,117.94
palma_muestra_009.jpg,1,0.7452,9.06,271.12,131.65,388.35,122.6,117.23
palma_muestra_009.jpg,1,0.7403,611.46,436.57,726.23,553.34,114.76,116.77
palma_muestra_009.jpg,1,0.7328,0.0,772.06,100.83,883.51,100.83,111.45
palma_muestra_009.jpg,1,0.7281,720.04,935.59,816.92,1024.0,96.88,88.41
palma_muestra_009.jpg,1,0.7057,725.85,759.14,820.54,851.57,94.69,92.43
palma_muestra_009.jpg,1,0.7054,652.32,724.25,746.53,817.56,94.22,93.31
palma_muestra_009.jpg,1,0.6739,256.69,927.78,358.01,1023.84,101.32,96.06
palma_muestra_009.jpg,1,0.6663,817.15,310.05,941.34,434.74,124.2,124.69
palma_muestra_009.jpg,1,0.6614,883.51,940.87,975.48,1024.0,91.97,83.13
palma_muestra_009.jpg,1,0.6612,921.16,261.74,1023.62,368.83,102.45,107.09
palma_muestra_009.jpg,1,0.6561,921.02,11.63,1024.0,134.2,102.98,122.58
palma_muestra_009.jpg,1,0.6174,879.97,754.11,984.72,858.27,104.75,104.16
palma_muestra_009.jpg,1,0.5968,817.03,628.55,907.45,718.81,90.42,90.26
palma_muestra_009.jpg,1,0.594,421.9,857.85,509.88,945.74,87.98,87.89
palma_muestra_009.jpg,1,0.5879,806.8,699.7,910.07,806.94,103.27,107.24
palma_muestra_009.jpg,1,0.5817,204.4,301.77,315.48,411.01,111.08,109.24
palma_muestra_009.jpg,1,0.555,833.28,0.01,948.57,74.29,115.29,74.28
palma_muestra_009.jpg,1,0.5444,408.44,0.02,522.69,67.19,114.25,67.17
palma_muestra_009.jpg,1,0.5091,0.0,0.02,110.5,67.13,110.5,67.11
palma_muestra_009.jpg,1,0.5032,497.41,945.89,598.21,1024.0,100.79,78.11
palma_muestra_009.jpg,1,0.4649,310.27,360.53,418.98,465.02,108.71,104.49
palma_muestra_009.jpg,1,0.4523,801.58,801.0,903.88,903.69,102.3,102.7
palma_muestra_009.jpg,1,0.3846,958.11,690.25,1024.0,798.42,65.89,108.16
palma_muestra_009.jpg,1,0.3717,956.81,890.06,1024.0,993.04,67.19,102.98
palma_muestra_009.jpg,1,0.3567,203.01,0.0,319.08,46.38,116.06,46.38
palma_muestra_009.jpg,1,0.3468,638.46,0.05,739.08,65.08,100.62,65.02
palma_muestra_009.jpg,1,0.3044,652.6,58.9,742.52,148.74,89.91,89.84
palma_muestra_009.jpg,1,0.252,645.09,154.97,758.21,267.23,113.12,112.26
palma_muestra_012.jpg,1,0.9381,162.99,80.3,264.33,181.51,101.33,101.21
palma_muestra_012.jpg,1,0.9376,488.62,735.26,587.35,834.38,98.72,99.12
palma_muestra_012.jpg,1,0.9306,419.58,690.02,513.47,784.5,93.9,94.48
palma_muestra_012.jpg,1,0.93,653.48,194.4,748.73,289.7,95.25,95.31
palma_muestra_012.jpg,1,0.9298,720.07,691.49,818.14,788.94,98.06,97.45
palma_muestra_012.jpg,1,0.9297,731.96,142.94,827.65,238.67,95.69,95.73
palma_muestra_012.jpg,1,0.9269,488.67,824.96,584.97,921.37,96.3,96.4
palma_muestra_012.jpg,1,0.9265,801.49,461.54,900.15,560.36,98.66,98.83
palma_muestra_012.jpg,1,0.9256,92.27,595.09,194.37,698.13,102.1,103.04
palma_muestra_012.jpg,1,0.9253,564.54,871.76,664.71,971.74,100.17,99.98
palma_muestra_012.jpg,1,0.9244,170.55,552.68,267.78,648.95,97.22,96.27
palma_muestra_012.jpg,1,0.9244,810.13,282.69,903.92,376.99,93.79,94.29
palma_muestra_012.jpg,1,0.9233,411.72,782.18,508.42,879.74,96.7,97.57
palma_muestra_012.jpg,1,0.923,87.63,223.04,190.1,326.04,102.47,103.0
palma_muestra_012.jpg,1,0.9226,569.48,691.17,660.79,783.08,91.31,91.91
palma_muestra_012.jpg,1,0.922,90.36,45.21,187.4,142.97,97.03,97.76
palma_muestra_012.jpg,1,0.9219,167.77,367.21,271.44,470.36,103.67,103.15
palma_muestra_012.jpg,1,0.9208,410.4,594.97,508.44,694.41,98.04,99.44
palma_muestra_012.jpg,1,0.9206,642.6,644.91,741.79,745.36,99.19,100.45
palma_muestra_012.jpg,1,0.9203,564.66,782.28,662.13,880.18,97.47,97.9
palma_muestra_012.jpg,1,0.9196,488.28,645.78,591.27,747.6,103.0,101.82
palma_muestra_012.jpg,1,0.9195,91.48,689.13,189.04,787.25,97.56,98.12
palma_muestra_012.jpg,1,0.9192,652.55,95.46,751.59,195.1,99.04,99.65
palma_muestra_012.jpg,1,0.9184,93.75,786.39,186.56,879.76,92.81,93.37
palma_muestra_012.jpg,1,0.9176,642.19,734.04,744.31,835.88,102.12,101.85
palma_muestra_012.jpg,1,0.9162,330.16,650.23,428.93,748.13,98.76,97.9
palma_muestra_012.jpg,1,0.9159,93.02,872.21,188.72,968.28,95.7,96.07
palma_muestra_012.jpg,1,0.9151,90.78,416.31,190.54,517.31,99.76,101.0
palma_muestra_012.jpg,1,0.9143,249.11,321.67,349.55,423.52,100.45,101.85
palma_muestra_012.jpg,1,0.9137,644.72,558.29,742.91,656.51,98.19,98.23
palma_muestra_012.jpg,1,0.9136,333.55,556.85,425.82,648.29,92.27,91.43
palma_muestra_012.jpg,1,0.9129,164.18,737.92,265.29,839.35,101.11,101.43
palma_muestra_012.jpg,1,0.9128,640.07,916.39,736.96,1015.05,96.89,98.66
palma_muestra_012.jpg,1,0.9127,650.21,370.76,746.55,467.67,96.34,96.9
palma_muestra_012.jpg,1,0.9118,732.37,238.56,826.83,334.0,94.46,95.44
palma_muestra_012.jpg,1,0.9117,326.29,279.53,428.5,381.21,102.21,101.68
palma_muestra_012.jpg,1,0.9117,328.01,460.52,429.96,563.96,101.95,103.44
palma_muestra_012.jpg,1,0.9105,11.56,832.48,107.25,928.15,95.7,95.68
palma_muestra_012.jpg,1,0.9103,732.18,51.02,828.46,148.89,96.28,97.87
palma_muestra_012.jpg,1,0.9103,335.23,830.81,427.05,923.14,91.82,92.33
palma_muestra_012.jpg,1,0.9102,94.79,501.42,196.15,603.46,101.35,102.03
palma_muestra_012.jpg,1,0.9098,801.47,733.65,898.26,830.3,96.79,96.66
palma_muestra_012.jpg,1,0.9089,481.18,177.86,591.8,289.65,110.62,111.79
palma_muestra_012.jpg,1,0.9079,880.9,504.81,981.21,606.27,100.32,101.46
palma_muestra_012.jpg,1,0.9076,328.83,371.47,424.59,467.46,95.76,95.99
palma_muestra_012.jpg,1,0.9068,15.95,281.06,111.14,376.76,95.19,95.69
palma_muestra_012.jpg,1,0.906,490.18,376.17,583.7,470.9,93.52,94.74
palma_muestra_012.jpg,1,0.9043,15.26,184.68,110.72,280.78,95.46,96.1
palma_muestra_012.jpg,1,0.9041,170.15,648.22,268.28,745.73,98.13,97.51
palma_muestra_012.jpg,1,0.9035,569.64,146.11,667.09,244.89,97.45,98.79
palma_muestra_012.jpg,1,0.9028,174.64,462.98,268.18,557.65,93.54,94.67
palma_muestra_012.jpg,1,0.9027,886.86,687.17,980.33,779.8,93.47,92.63
palma_muestra_012.jpg,1,0.901,96.09,322.8,189.24,417.28,93.15,94.48
palma_muestra_012.jpg,1,0.9,564.54,505.32,671.27,611.84,106.74,106.52
palma_muestra_012.jpg,1,0.8994,92.44,145.81,181.79,235.73,89.34,89.92
palma_muestra_012.jpg,1,0.8991,724.76,415.87,825.59,518.94,100.83,103.07
palma_muestra_012.jpg,1,0.899,880.73,315.42,979.27,413.49,98.54,98.07
palma_muestra_012.jpg,1,0.8986,324.34,729.95,431.53,838.53,107.19,108.58
palma_muestra_012.jpg,1,0.898,811.25,88.64,913.34,189.89,102.09,101.25
palma_muestra_012.jpg,1,0.8978,249.33,414.49,353.52,518.71,104.2,104.23
palma_muestra_012.jpg,1,0.8974,567.62,331.32,668.82,434.07,101.2,102.75
palma_muestra_012.jpg,1,0.8966,569.01,233.82,668.69,335.27,99.68,101.45
palma_muestra_012.jpg,1,0.8959,247.66,501.65,352.4,608.07,104.74,106.42
palma_muestra_012.jpg,1,0.8944,169.19,278.51,267.84,377.78,98.65,99.27
palma_muestra_012.jpg,1,0.8943,167.54,914.01,264.14,1010.38,96.6,96.36
palma_muestra_012.jpg,1,0.8937,8.91,96.18,110.08,198.49,101.17,102.31
palma_muestra_012.jpg,1,0.8923,408.7,871.06,505.28,968.55,96.58,97.49
palma_muestra_012.jpg,1,0.8915,645.58,823.64,744.14,922.86,98.56,99.22
palma_muestra_012.jpg,1,0.891,724.82,507.9,822.87,605.79,98.05,97.89
palma_muestra_012.jpg,1,0.8909,722.61,777.62,822.72,876.53,100.11,98.91
palma_muestra_012.jpg,1,0.8907,407.37,419.02,505.46,517.33,98.09,98.31
palma_muestra_012.jpg,1,0.8907,801.32,821.05,898.91,917.59,97.59,96.54
palma_muestra_012.jpg,1,0.8899,883.81,409.55,981.74,507.29,97.93,97.74
palma_muestra_012.jpg,1,0.8898,813.8,371.43,902.25,461.06,88.44,89.63
palma_muestra_012.jpg,1,0.888,408.28,506.32,506.94,605.84,98.66,99.52
palma_muestra_012.jpg,1,0.8872,11.27,738.55,109.11,837.17,97.84,98.62
palma_muestra_012.jpg,1,0.8847,485.05,93.96,586.37,195.49,101.32,101.53
palma_muestra_012.jpg,1,0.8837,885.98,591.86,983.13,689.82,97.15,97.96
palma_muestra_012.jpg,1,0.8829,653.08,466.02,742.69,555.92,89.61,89.9
palma_muestra_012.jpg,1,0.8827,255.53,595.0,357.13,699.18,101.61,104.18
palma_muestra_012.jpg,1,0.8827,570.63,416.05,672.8,519.11,102.16,103.06
palma_muestra_012.jpg,1,0.8827,486.88,547.92,591.42,654.24,104.53,106.32
palma_muestra_012.jpg,1,0.8826,486.24,914.01,582.9,1011.61,96.67,97.6
palma_muestra_012.jpg,1,0.8815,253.18,690.11,346.64,783.42,93.47,93.31
palma_muestra_012.jpg,1,0.881,812.65,7.37,905.49,101.07,92.84,93.71
palma_muestra_012.jpg,1,0.881,242.72,236.37,342.34,335.13,99.62,98.76
palma_muestra_012.jpg,1,0.8804,407.79,327.15,506.69,426.17,98.91,99.03
palma_muestra_012.jpg,1,0.8801,14.39,650.84,110.72,746.99,96.33,96.15
palma_muestra_012.jpg,1,0.8797,10.33,459.69,109.63,559.62,99.3,99.93
palma_muestra_012.jpg,1,0.8797,406.61,141.05,505.85,239.46,99.24,98.41
palma_muestra_012.jpg,1,0.8797,881.75,779.82,978.09,875.54,96.34,95.71
palma_muestra_012.jpg,1,0.8795,812.65,190.98,905.38,284.51,92.72,93.53
palma_muestra_012.jpg,1,0.8751,572.46,48.34,674.69,151.04,102.23,102.7
palma_muestra_012.jpg,1,0.8725,720.56,871.28,812.79,963.67,92.24,92.39
palma_muestra_012.jpg,1,0.8722,724.62,599.38,823.16,697.1,98.54,97.72
palma_muestra_012.jpg,1,0.8681,173.14,183.38,269.17,279.05,96.03,95.67
palma_muestra_012.jpg,1,0.8667,12.97,370.74,103.25,462.6,90.28,91.86
palma_muestra_012.jpg,1,0.8663,245.16,129.16,352.53,236.71,107.36,107.55
palma_muestra_012.jpg,1,0.8657,247.16,43.38,349.17,145.69,102.01,102.31
palma_muestra_012.jpg,1,0.8652,405.45,238.81,504.35,337.15,98.9,98.34
palma_muestra_012.jpg,1,0.865,882.38,50.7,982.41,152.32,100.03,101.62
palma_muestra_012.jpg,1,0.8615,329.51,97.23,422.95,191.46,93.45,94.23
palma_muestra_012.jpg,1,0.8584,489.1,464.38,585.1,559.91,96.0,95.54
palma_muestra_012.jpg,1,0.8562,796.95,911.69,897.02,1012.6,100.07,100.91
palma_muestra_012.jpg,1,0.8554,168.01,833.55,260.51,926.8,92.5,93.25
palma_muestra_012.jpg,1,0.8554,885.72,133.16,982.23,231.8,96.51,98.64
palma_muestra_012.jpg,1,0.8534,11.68,560.74,112.35,660.91,100.67,100.17
palma_muestra_012.jpg,1,0.8504,892.94,229.03,985.78,324.52,92.84,95.49
palma_muestra_012.jpg,1,0.8473,877.82,864.34,974.6,962.37,96.77,98.03
palma_muestra_012.jpg,1,0.8455,173.9,0.55,269.91,93.79,96.02,93.25
palma_muestra_012.jpg,1,0.8453,328.52,186.0,424.32,283.93,95.8,97.92
palma_muestra_012.jpg,1,0.8383,804.41,641.96,900.07,738.87,95.66,96.9
palma_muestra_012.jpg,1,0.8369,656.7,3.03,748.29,94.8,91.59,91.78
palma_muestra_012.jpg,1,0.8309,493.6,3.74,587.48,98.26,93.88,94.52
palma_muestra_012.jpg,1,0.8238,323.62,2.86,429.99,108.16,106.37,105.31
palma_muestra_012.jpg,1,0.8162,488.44,272.56,598.21,383.39,109.77,110.83
palma_muestra_012.jpg,1,0.816,729.65,326.63,828.5,424.96,98.85,98.33
palma_muestra_012.jpg,1,0.8108,248.63,882.42,334.99,969.36,86.36,86.94
palma_muestra_012.jpg,1,0.8096,801.92,562.09,891.48,651.6,89.56,89.52
palma_muestra_012.jpg,1,0.8095,649.89,286.21,742.42,377.16,92.53,90.95
palma_muestra_012.jpg,1,0.8018,14.12,922.33,107.2,1015.35,93.08,93.02
palma_muestra_012.jpg,1,0.7924,12.79,12.12,106.25,104.25,93.46,92.13
palma_muestra_012.jpg,1,0.7624,327.13,916.74,423.97,1014.93,96.84,98.2
palma_muestra_012.jpg,1,0.7377,405.63,44.78,503.73,143.08,98.11,98.3
palma_muestra_012.jpg,1,0.6331,953.97,822.53,1024.0,918.73,70.03,96.2
palma_muestra_012.jpg,1,0.5468,881.68,967.55,989.04,1024.0,107.37,56.45
palma_muestra_012.jpg,1,0.5398,955.48,736.25,1024.0,830.26,68.52,94.0
palma_muestra_012.jpg,1,0.5268,88.0,965.99,191.24,1024.0,103.24,58.01
palma_muestra_012.jpg,1,0.4541,965.44,364.23,1024.0,456.76,58.56,92.53
palma_muestra_012.jpg,1,0.4433,242.3,964.15,348.28,1024.0,105.98,59.85
palma_muestra_012.jpg,1,0.4387,968.26,93.36,1024.0,188.66,55.74,95.3
palma_muestra_012.jpg,1,0.4386,570.96,959.53,664.62,1024.0,93.66,64.47
palma_muestra_012.jpg,1,0.4257,729.91,0.02,829.89,59.99,99.98,59.97
palma_muestra_012.jpg,1,0.4216,725.48,962.18,821.3,1024.0,95.82,61.82
palma_muestra_012.jpg,1,0.4112,958.78,912.21,1024.0,1022.46,65.22,110.25
palma_muestra_012.jpg,1,0.3818,394.92,961.85,510.75,1024.0,115.82,62.15
palma_muestra_012.jpg,1,0.3757,253.13,0.02,348.33,48.39,95.2,48.37
palma_muestra_012.jpg,1,0.3581,958.81,1.56,1024.0,95.59,65.19,94.04
palma_muestra_012.jpg,1,0.3578,84.84,0.0,187.75,53.16,102.9,53.16
palma_muestra_012.jpg,1,0.335,573.18,0.0,678.93,58.22,105.75,58.22
palma_muestra_012.jpg,1,0.3193,890.78,0.0,981.3,53.88,90.52,53.88
palma_muestra_012.jpg,1,0.3142,413.09,0.0,510.51,56.11,97.42,56.11
palma_muestra_012.jpg,1,0.3137,966.47,182.27,1024.0,277.19,57.53,94.92
palma_muestra_012.jpg,1,0.26,0.02,786.19,32.05,880.17,32.03,93.97
palma_muestra_013.jpg,1,0.9436,489.52,584.59,586.42,681.6,96.9,97.01
palma_muestra_013.jpg,1,0.94,327.21,586.67,424.47,684.31,97.27,97.64
palma_muestra_013.jpg,1,0.9377,21.41,855.1,116.85,951.46,95.44,96.36
palma_muestra_013.jpg,1,0.9373,328.16,494.43,425.43,592.2,97.27,97.77
palma_muestra_013.jpg,1,0.9366,412.39,83.94,506.44,178.68,94.05,94.74
palma_muestra_013.jpg,1,0.9357,103.04,633.09,190.43,721.56,87.39,88.47
palma_muestra_013.jpg,1,0.9356,99.93,813.93,190.72,904.65,90.78,90.72
palma_muestra_013.jpg,1,0.9348,487.31,499.46,579.42,592.29,92.11,92.83
palma_muestra_013.jpg,1,0.9334,100.59,717.7,197.07,813.27,96.48,95.57
palma_muestra_013.jpg,1,0.9328,716.82,632.54,814.85,730.59,98.03,98.05
palma_muestra_013.jpg,1,0.9326,252.04,86.26,347.4,182.6,95.36,96.34
palma_muestra_013.jpg,1,0.9297,792.83,674.73,892.33,774.07,99.51,99.34
palma_muestra_013.jpg,1,0.928,255.11,452.28,346.95,544.98,91.84,92.7
palma_muestra_013.jpg,1,0.9279,719.91,85.9,810.55,178.01,90.64,92.11
palma_muestra_013.jpg,1,0.927,251.08,174.38,345.26,269.45,94.18,95.06
palma_muestra_013.jpg,1,0.9266,258.43,550.81,347.05,639.47,88.63,88.65
palma_muestra_013.jpg,1,0.9264,792.24,316.85,886.89,411.47,94.65,94.62
palma_muestra_013.jpg,1,0.9261,174.9,134.5,267.63,228.52,92.73,94.03
palma_muestra_013.jpg,1,0.9247,325.85,673.03,424.04,771.48,98.19,98.45
palma_muestra_013.jpg,1,0.9245,256.72,632.14,344.48,721.26,87.76,89.12
palma_muestra_013.jpg,1,0.9244,16.78,765.44,118.92,867.07,102.13,101.64
palma_muestra_013.jpg,1,0.9237,245.21,267.2,345.71,368.12,100.5,100.93
palma_muestra_013.jpg,1,0.9235,795.41,585.35,892.03,682.01,96.61,96.66
palma_muestra_013.jpg,1,0.9231,177.64,586.62,272.65,681.78,95.01,95.17
palma_muestra_013.jpg,1,0.9231,489.57,404.16,585.23,500.36,95.66,96.2
palma_muestra_013.jpg,1,0.9226,252.0,356.69,349.11,455.34,97.11,98.65
palma_muestra_013.jpg,1,0.9219,327.94,48.17,421.87,143.13,93.93,94.96
palma_muestra_013.jpg,1,0.9216,797.83,407.21,891.86,501.41,94.03,94.2
palma_muestra_013.jpg,1,0.9215,23.33,314.95,121.49,413.78,98.16,98.83
palma_muestra_013.jpg,1,0.9209,406.04,815.62,498.27,908.0,92.23,92.38
palma_muestra_013.jpg,1,0.9205,175.43,854.61,275.91,955.62,100.48,101.01
palma_muestra_013.jpg,1,0.9196,713.16,174.72,809.49,270.55,96.33,95.83
palma_muestra_013.jpg,1,0.9195,176.02,44.6,272.23,140.36,96.21,95.76
palma_muestra_013.jpg,1,0.9187,100.29,179.05,196.28,275.88,96.0,96.83
palma_muestra_013.jpg,1,0.9187,103.24,366.46,194.45,457.42,91.21,90.96
palma_muestra_013.jpg,1,0.9185,489.85,133.94,581.8,226.11,91.94,92.18
palma_muestra_013.jpg,1,0.9185,643.78,589.62,736.62,682.03,92.84,92.41
palma_muestra_013.jpg,1,0.9171,173.73,224.74,271.03,321.8,97.31,97.06
palma_muestra_013.jpg,1,0.9165,258.38,722.94,352.57,817.74,94.19,94.8
palma_muestra_013.jpg,1,0.9164,323.93,131.85,422.46,230.66,98.54,98.8
palma_muestra_013.jpg,1,0.9156,639.19,315.76,738.18,414.21,98.99,98.45
palma_muestra_013.jpg,1,0.9154,22.78,679.18,116.08,772.31,93.3,93.12
palma_muestra_013.jpg,1,0.9152,566.88,451.54,662.34,547.96,95.46,96.42
palma_muestra_013.jpg,1,0.9141,565.13,545.25,663.36,643.27,98.22,98.02
palma_muestra_013.jpg,1,0.9137,332.82,401.6,427.69,497.56,94.87,95.95
palma_muestra_013.jpg,1,0.9133,793.85,42.54,887.73,137.53,93.88,94.99
palma_muestra_013.jpg,1,0.9119,409.12,354.98,508.81,455.53,99.7,100.55
palma_muestra_013.jpg,1,0.9117,565.42,633.02,665.2,732.96,99.78,99.93
palma_muestra_013.jpg,1,0.9113,173.52,313.75,271.9,413.05,98.39,99.29
palma_muestra_013.jpg,1,0.9108,486.31,857.33,587.76,960.24,101.46,102.91
palma_muestra_013.jpg,1,0.9086,866.09,85.99,964.19,183.04,98.1,97.05
palma_muestra_013.jpg,1,0.9085,713.99,361.45,810.16,458.38,96.17,96.93
palma_muestra_013.jpg,1,0.9079,640.02,129.69,736.09,225.13,96.07,95.44
palma_muestra_013.jpg,1,0.9066,565.28,181.44,656.03,271.42,90.75,89.97
palma_muestra_013.jpg,1,0.9064,644.86,409.06,731.95,496.22,87.09,87.16
palma_muestra_013.jpg,1,0.9062,412.04,173.4,504.72,265.6,92.67,92.19
palma_muestra_013.jpg,1,0.9029,879.6,361.3,977.24,459.14,97.63,97.84
palma_muestra_013.jpg,1,0.9022,24.05,220.01,121.8,317.96,97.75,97.95
palma_muestra_013.jpg,1,0.902,643.9,500.78,734.53,592.3,90.63,91.52
palma_muestra_013.jpg,1,0.9018,872.2,0.17,973.1,92.24,100.9,92.08
palma_muestra_013.jpg,1,0.9017,327.57,315.38,421.74,409.04,94.17,93.67
palma_muestra_013.jpg,1,0.9014,798.05,765.95,892.24,860.59,94.18,94.63
palma_muestra_013.jpg,1,0.9012,99.3,903.42,187.77,990.99,88.46,87.57
palma_muestra_013.jpg,1,0.9009,100.04,271.21,194.26,364.56,94.22,93.34
palma_muestra_013.jpg,1,0.9009,413.37,541.71,503.22,631.93,89.84,90.22
palma_muestra_013.jpg,1,0.9005,327.87,219.93,420.32,312.41,92.45,92.49
palma_muestra_013.jpg,1,0.9003,798.17,494.56,888.87,586.33,90.7,91.78
palma_muestra_013.jpg,1,0.8991,713.94,448.77,813.76,548.3,99.83,99.53
palma_muestra_013.jpg,1,0.8991,327.37,853.52,429.21,956.39,101.84,102.87
palma_muestra_013.jpg,1,0.8989,257.2,815.58,351.39,910.45,94.2,94.87
palma_muestra_013.jpg,1,0.8978,325.58,762.73,423.93,861.27,98.35,98.55
palma_muestra_013.jpg,1,0.8974,562.62,264.85,657.67,359.4,95.05,94.55
palma_muestra_013.jpg,1,0.897,28.4,588.52,118.32,679.03,89.91,90.51
palma_muestra_013.jpg,1,0.8965,177.81,765.14,273.8,861.05,95.99,95.91
palma_muestra_013.jpg,1,0.895,646.99,682.27,737.07,771.39,90.08,89.12
palma_muestra_013.jpg,1,0.894,492.72,220.15,585.22,313.5,92.5,93.34
palma_muestra_013.jpg,1,0.8939,255.49,2.05,345.84,92.26,90.35,90.2
palma_muestra_013.jpg,1,0.8934,408.74,901.41,501.54,995.52,92.8,94.11
palma_muestra_013.jpg,1,0.8909,492.21,759.85,585.07,854.29,92.87,94.43
palma_muestra_013.jpg,1,0.8884,719.68,724.04,816.44,819.59,96.76,95.55
palma_muestra_013.jpg,1,0.888,797.19,222.62,894.58,320.58,97.38,97.96
palma_muestra_013.jpg,1,0.8871,568.14,725.15,661.07,819.15,92.94,94.01
palma_muestra_013.jpg,1,0.8867,871.58,632.04,963.71,724.81,92.13,92.76
palma_muestra_013.jpg,1,0.8864,562.0,360.86,659.24,457.56,97.25,96.7
palma_muestra_013.jpg,1,0.8854,876.95,448.64,973.64,545.69,96.69,97.05
palma_muestra_013.jpg,1,0.8853,491.24,38.79,587.34,133.78,96.1,94.99
